dt,LandAverageTemperature,LandAverageTemperatureUncertainty
01/10/1907,9.148,0.204
01/11/1907,5.235,0.097
01/12/1907,3.024,0.055
01/01/1908,2.602,0.096
01/02/1908,3.206,0.076
01/03/1908,5.538,0.232
01/04/1908,9.45,0.108
01/05/1908,12.843,0.135
01/06/1908,15.574,0.128
01/07/1908,16.69,0.166
01/08/1908,15.759,0.248
01/09/1908,12.849,0.288
01/10/1908,9.263,0.064
01/11/1908,5.268,0.168
01/12/1908,2.815,0.098
01/01/1909,2.584,0.257
01/02/1909,2.978,0.08
01/03/1909,5.574,0.243
01/04/1909,9.174,0.161
01/05/1909,12.761,0.165
01/06/1909,15.432,0.243
01/07/1909,16.226,0.168
01/08/1909,16.119,0.22
01/09/1909,12.923,0.207
01/10/1909,9.162,0.061
01/11/1909,5.398,0.113
01/12/1909,2.808,0.21
01/01/1910,2.546,0.266
01/02/1910,3.405,0.104
01/03/1910,5.696,0.131
01/04/1910,9.377,0.092
01/05/1910,12.757,0.247
01/06/1910,15.526,0.052
01/07/1910,16.769,0.169
01/08/1910,16.221,0.199
01/09/1910,12.931,0.089
01/10/1910,9.104,0.073
01/11/1910,5.063,0.299
01/12/1910,2.679,0.206
01/01/1911,2.63,0.225
01/02/1911,3.233,0.248
01/03/1911,5.631,0.295
01/04/1911,9.332,0.247
01/05/1911,12.779,0.16
01/06/1911,15.253,0.098
01/07/1911,16.528,0.084
01/08/1911,16.065,0.275
01/09/1911,12.842,0.124
01/10/1911,9.082,0.224
01/11/1911,5.298,0.137
01/12/1911,2.941,0.233
01/01/1912,2.437,0.279
01/02/1912,3.396,0.189
01/03/1912,5.636,0.124
01/04/1912,9.302,0.116
01/05/1912,12.77,0.21
01/06/1912,15.476,0.145
01/07/1912,16.582,0.264
01/08/1912,16.194,0.244
01/09/1912,12.986,0.215
01/10/1912,9.264,0.185
01/11/1912,5.161,0.174
01/12/1912,2.968,0.188
01/01/1913,2.395,0.21
01/02/1913,3.107,0.078
01/03/1913,5.532,0.259
01/04/1913,9.269,0.082
01/05/1913,12.832,0.171
01/06/1913,15.418,0.075
01/07/1913,16.37,0.214
01/08/1913,16.077,0.181
01/09/1913,12.948,0.142
01/10/1913,8.988,0.201
01/11/1913,5.526,0.102
01/12/1913,2.995,0.173
01/01/1914,2.516,0.25
01/02/1914,3.147,0.065
01/03/1914,5.314,0.154
01/04/1914,9.178,0.142
01/05/1914,12.721,0.116
01/06/1914,15.263,0.06
01/07/1914,16.671,0.286
01/08/1914,16.222,0.29
01/09/1914,13.137,0.183
01/10/1914,9.189,0.097
01/11/1914,5.189,0.206
01/12/1914,2.864,0.095
01/01/1915,2.481,0.076
01/02/1915,3.057,0.21
01/03/1915,5.498,0.216
01/04/1915,9.385,0.271
01/05/1915,12.819,0.15
01/06/1915,15.547,0.134
01/07/1915,16.817,0.161
01/08/1915,16.543,0.138
01/09/1915,12.834,0.131
01/10/1915,9.421,0.143
01/11/1915,5.293,0.231
01/12/1915,2.755,0.202
01/01/1916,2.408,0.241
01/02/1916,3.153,0.282
01/03/1916,5.577,0.162
01/04/1916,9.591,0.149
01/05/1916,12.734,0.199
01/06/1916,15.146,0.179
01/07/1916,16.686,0.125
01/08/1916,16.18,0.105
01/09/1916,13.0,0.255
01/10/1916,9.065,0.222
01/11/1916,5.26,0.189
01/12/1916,3.035,0.281
01/01/1917,2.506,0.139
01/02/1917,3.215,0.085
01/03/1917,5.481,0.108
01/04/1917,9.405,0.253
01/05/1917,12.889,0.279
01/06/1917,15.554,0.234
01/07/1917,16.553,0.093
01/08/1917,15.978,0.256
01/09/1917,12.929,0.277
01/10/1917,8.942,0.199
01/11/1917,5.227,0.194
01/12/1917,3.072,0.07
01/01/1918,2.684,0.137
01/02/1918,3.262,0.254
01/03/1918,5.382,0.267
01/04/1918,9.412,0.107
01/05/1918,12.697,0.053
01/06/1918,15.357,0.244
01/07/1918,16.515,0.06
01/08/1918,16.26,0.185
01/09/1918,13.074,0.105
01/10/1918,9.205,0.063
01/11/1918,5.277,0.161
01/12/1918,2.772,0.199
01/01/1919,2.409,0.122
01/02/1919,3.191,0.149
01/03/1919,5.627,0.193
01/04/1919,9.331,0.062
01/05/1919,12.753,0.175
01/06/1919,15.524,0.243
01/07/1919,16.638,0.19
01/08/1919,16.241,0.172
01/09/1919,12.948,0.204
01/10/1919,9.029,0.234
01/11/1919,5.295,0.244
01/12/1919,2.94,0.131
01/01/1920,2.543,0.218
01/02/1920,3.173,0.156
01/03/1920,5.536,0.198
01/04/1920,9.383,0.056
01/05/1920,12.677,0.204
01/06/1920,15.832,0.298
01/07/1920,16.534,0.061
01/08/1920,16.221,0.255
01/09/1920,13.033,0.239
01/10/1920,9.207,0.263
01/11/1920,5.327,0.287
01/12/1920,2.923,0.282
01/01/1921,2.651,0.053
01/02/1921,3.037,0.223
01/03/1921,5.7,0.056
01/04/1921,9.384,0.102
01/05/1921,12.721,0.181
01/06/1921,15.481,0.115
01/07/1921,16.407,0.085
01/08/1921,16.22,0.225
01/09/1921,13.157,0.216
01/10/1921,9.118,0.061
01/11/1921,5.347,0.247
01/12/1921,2.986,0.204
01/01/1922,2.668,0.052
01/02/1922,3.26,0.147
01/03/1922,5.572,0.215
01/04/1922,9.535,0.266
01/05/1922,13.042,0.212
01/06/1922,15.532,0.108
01/07/1922,16.362,0.075
01/08/1922,16.427,0.129
01/09/1922,13.102,0.097
01/10/1922,8.993,0.175
01/11/1922,5.038,0.055
01/12/1922,2.974,0.112
01/01/1923,2.4,0.148
01/02/1923,3.186,0.089
01/03/1923,5.542,0.206
01/04/1923,9.398,0.109
01/05/1923,12.946,0.253
01/06/1923,15.487,0.206
01/07/1923,16.788,0.254
01/08/1923,16.032,0.057
01/09/1923,12.914,0.088
01/10/1923,9.073,0.274
01/11/1923,5.278,0.146
01/12/1923,2.863,0.29
01/01/1924,2.381,0.107
01/02/1924,3.1,0.11
01/03/1924,5.792,0.277
01/04/1924,9.57,0.132
01/05/1924,12.73,0.085
01/06/1924,15.488,0.185
01/07/1924,16.683,0.127
01/08/1924,15.982,0.226
01/09/1924,12.945,0.299
01/10/1924,9.099,0.294
01/11/1924,5.48,0.279
01/12/1924,3.13,0.129
01/01/1925,2.238,0.08
01/02/1925,3.109,0.129
01/03/1925,5.753,0.241
01/04/1925,9.179,0.27
01/05/1925,12.706,0.161
01/06/1925,15.576,0.283
01/07/1925,16.832,0.118
01/08/1925,16.04,0.245
01/09/1925,13.072,0.241
01/10/1925,9.16,0.203
01/11/1925,5.296,0.108
01/12/1925,3.066,0.108
01/01/1926,2.472,0.222
01/02/1926,3.111,0.169
01/03/1926,5.452,0.228
01/04/1926,9.313,0.143
01/05/1926,12.899,0.084
01/06/1926,15.403,0.098
01/07/1926,16.815,0.054
01/08/1926,16.256,0.117
01/09/1926,12.846,0.297
01/10/1926,9.218,0.239
01/11/1926,5.566,0.296
01/12/1926,3.026,0.267
01/01/1927,2.412,0.164
01/02/1927,3.225,0.112
01/03/1927,5.589,0.234
01/04/1927,9.338,0.145
01/05/1927,12.755,0.236
01/06/1927,15.67,0.198
01/07/1927,16.376,0.247
01/08/1927,16.179,0.18
01/09/1927,12.804,0.061
01/10/1927,9.185,0.299
01/11/1927,5.199,0.234
01/12/1927,2.904,0.189
01/01/1928,2.353,0.062
01/02/1928,3.204,0.123
01/03/1928,5.539,0.257
01/04/1928,9.382,0.165
01/05/1928,12.675,0.064
01/06/1928,15.599,0.179
01/07/1928,16.763,0.163
01/08/1928,16.397,0.231
01/09/1928,13.179,0.284
01/10/1928,9.257,0.224
01/11/1928,5.403,0.163
01/12/1928,3.014,0.095
01/01/1929,2.364,0.1
01/02/1929,3.122,0.164
01/03/1929,5.624,0.277
01/04/1929,9.508,0.249
01/05/1929,12.812,0.079
01/06/1929,15.464,0.162
01/07/1929,16.529,0.146
01/08/1929,16.335,0.248
01/09/1929,12.732,0.145
01/10/1929,9.103,0.145
01/11/1929,5.355,0.191
01/12/1929,2.661,0.215
01/01/1930,2.669,0.095
01/02/1930,3.423,0.228
01/03/1930,5.537,0.242
01/04/1930,9.377,0.162
01/05/1930,12.785,0.083
01/06/1930,15.485,0.101
01/07/1930,16.562,0.165
01/08/1930,16.164,0.264
01/09/1930,13.015,0.271
01/10/1930,9.124,0.109
01/11/1930,5.212,0.153
01/12/1930,2.855,0.07
01/01/1931,2.458,0.187
01/02/1931,3.178,0.205
01/03/1931,5.421,0.062
01/04/1931,9.251,0.087
01/05/1931,12.812,0.263
01/06/1931,15.504,0.217
01/07/1931,16.684,0.28
01/08/1931,16.145,0.062
01/09/1931,12.965,0.218
01/10/1931,9.168,0.203
01/11/1931,5.273,0.247
01/12/1931,2.78,0.094
01/01/1932,2.382,0.283
01/02/1932,3.277,0.073
01/03/1932,5.599,0.145
01/04/1932,9.443,0.067
01/05/1932,12.697,0.123
01/06/1932,15.6,0.084
01/07/1932,16.601,0.182
01/08/1932,16.143,0.181
01/09/1932,12.978,0.077
01/10/1932,8.978,0.232
01/11/1932,5.089,0.171
01/12/1932,2.677,0.222
01/01/1933,2.858,0.122
01/02/1933,3.095,0.202
01/03/1933,5.577,0.299
01/04/1933,9.471,0.138
01/05/1933,12.943,0.18
01/06/1933,15.649,0.208
01/07/1933,16.561,0.202
01/08/1933,16.24,0.227
01/09/1933,13.043,0.056
01/10/1933,9.136,0.206
01/11/1933,5.509,0.25
01/12/1933,3.094,0.3
01/01/1934,2.447,0.19
01/02/1934,3.295,0.209
01/03/1934,5.72,0.12
01/04/1934,9.345,0.248
01/05/1934,12.789,0.131
01/06/1934,15.673,0.052
01/07/1934,16.597,0.231
01/08/1934,16.139,0.204
01/09/1934,13.113,0.133
01/10/1934,9.153,0.134
01/11/1934,5.215,0.249
01/12/1934,2.704,0.211
01/01/1935,2.375,0.273
01/02/1935,3.262,0.184
01/03/1935,5.536,0.153
01/04/1935,9.524,0.236
01/05/1935,12.894,0.231
01/06/1935,15.456,0.129
01/07/1935,16.563,0.221
01/08/1935,16.225,0.25
01/09/1935,13.128,0.292
01/10/1935,9.07,0.12
01/11/1935,5.68,0.207
01/12/1935,3.01,0.261
01/01/1936,2.438,0.199
01/02/1936,3.195,0.266
01/03/1936,5.648,0.129
01/04/1936,9.158,0.058
01/05/1936,12.725,0.109
01/06/1936,15.618,0.163
01/07/1936,16.726,0.126
01/08/1936,16.22,0.078
01/09/1936,13.091,0.278
01/10/1936,8.943,0.161
01/11/1936,5.482,0.175
01/12/1936,2.967,0.098
01/01/1937,2.722,0.181
01/02/1937,3.159,0.244
01/03/1937,5.8,0.256
01/04/1937,9.54,0.285
01/05/1937,12.821,0.231
01/06/1937,15.492,0.165
01/07/1937,16.616,0.051
01/08/1937,16.107,0.283
01/09/1937,12.987,0.072
01/10/1937,9.0,0.167
01/11/1937,5.489,0.215
01/12/1937,2.991,0.128
01/01/1938,2.461,0.273
01/02/1938,3.204,0.13
01/03/1938,5.686,0.13
01/04/1938,9.443,0.16
01/05/1938,12.903,0.118
01/06/1938,15.598,0.054
01/07/1938,16.549,0.102
01/08/1938,16.152,0.138
01/09/1938,13.025,0.226
01/10/1938,9.213,0.121
01/11/1938,5.354,0.203
01/12/1938,2.998,0.135
01/01/1939,2.496,0.168
01/02/1939,3.277,0.219
01/03/1939,5.687,0.157
01/04/1939,9.38,0.095
01/05/1939,12.723,0.259
01/06/1939,15.464,0.225
01/07/1939,16.578,0.254
01/08/1939,16.186,0.228
01/09/1939,12.985,0.293
01/10/1939,9.025,0.239
01/11/1939,5.293,0.253
01/12/1939,2.969,0.28
01/01/1940,2.429,0.221
01/02/1940,3.285,0.228
01/03/1940,5.573,0.106
01/04/1940,9.377,0.265
01/05/1940,12.662,0.148
01/06/1940,15.381,0.225
01/07/1940,16.551,0.271
01/08/1940,16.076,0.163
01/09/1940,13.192,0.138
01/10/1940,9.184,0.165
01/11/1940,5.456,0.201
01/12/1940,3.139,0.082
01/01/1941,2.738,0.249
01/02/1941,3.395,0.131
01/03/1941,5.536,0.183
01/04/1941,9.19,0.15
01/05/1941,12.719,0.187
01/06/1941,15.648,0.293
01/07/1941,16.58,0.253
01/08/1941,16.335,0.198
01/09/1941,13.089,0.247
01/10/1941,9.036,0.186
01/11/1941,5.377,0.069
01/12/1941,3.138,0.283
01/01/1942,2.441,0.198
01/02/1942,3.203,0.166
01/03/1942,5.455,0.094
01/04/1942,9.289,0.289
01/05/1942,12.917,0.254
01/06/1942,15.589,0.243
01/07/1942,16.563,0.215
01/08/1942,16.361,0.073
01/09/1942,13.167,0.276
01/10/1942,8.936,0.209
01/11/1942,5.432,0.087
01/12/1942,2.965,0.183
01/01/1943,2.447,0.099
01/02/1943,3.368,0.22
01/03/1943,5.605,0.278
01/04/1943,9.51,0.126
01/05/1943,12.988,0.296
01/06/1943,15.523,0.136
01/07/1943,16.681,0.297
01/08/1943,16.276,0.151
01/09/1943,13.138,0.142
01/10/1943,9.24,0.187
01/11/1943,5.545,0.255
01/12/1943,3.029,0.14
01/01/1944,2.726,0.109
01/02/1944,3.087,0.226
01/03/1944,5.588,0.146
01/04/1944,9.436,0.145
01/05/1944,12.701,0.169
01/06/1944,15.522,0.097
01/07/1944,16.467,0.26
01/08/1944,16.452,0.089
01/09/1944,13.25,0.084
01/10/1944,9.168,0.068
01/11/1944,5.562,0.172
01/12/1944,2.99,0.159
01/01/1945,2.625,0.211
01/02/1945,3.271,0.154
01/03/1945,5.471,0.201
01/04/1945,9.432,0.156
01/05/1945,12.935,0.188
01/06/1945,15.704,0.163
01/07/1945,16.627,0.201
01/08/1945,16.335,0.194
01/09/1945,13.125,0.175
01/10/1945,9.102,0.153
01/11/1945,5.264,0.295
01/12/1945,2.941,0.192
01/01/1946,2.561,0.17
01/02/1946,3.221,0.223
01/03/1946,5.799,0.296
01/04/1946,9.529,0.296
01/05/1946,12.902,0.07
01/06/1946,15.445,0.272
01/07/1946,16.793,0.235
01/08/1946,16.349,0.29
01/09/1946,13.227,0.25
01/10/1946,9.258,0.128
01/11/1946,5.482,0.245
01/12/1946,3.013,0.167
01/01/1947,2.446,0.233
01/02/1947,3.27,0.155
01/03/1947,5.889,0.122
01/04/1947,9.328,0.059
01/05/1947,13.057,0.232
01/06/1947,15.488,0.191
01/07/1947,16.806,0.092
01/08/1947,16.332,0.063
01/09/1947,13.299,0.206
01/10/1947,9.167,0.122
01/11/1947,5.504,0.263
01/12/1947,3.051,0.119
01/01/1948,2.649,0.264
01/02/1948,3.356,0.054
01/03/1948,5.741,0.198
01/04/1948,9.432,0.088
01/05/1948,12.678,0.115
01/06/1948,15.655,0.225
01/07/1948,16.47,0.266
01/08/1948,16.304,0.136
01/09/1948,13.142,0.283
01/10/1948,9.218,0.089
01/11/1948,5.003,0.243
01/12/1948,2.993,0.109
01/01/1949,2.428,0.103
01/02/1949,3.35,0.234
01/03/1949,5.59,0.239
01/04/1949,9.529,0.079
01/05/1949,12.947,0.125
01/06/1949,15.692,0.237
01/07/1949,16.689,0.145
01/08/1949,16.139,0.226
01/09/1949,13.021,0.268
01/10/1949,9.198,0.053
01/11/1949,5.504,0.22
01/12/1949,2.929,0.29
01/01/1950,2.576,0.279
01/02/1950,3.258,0.209
01/03/1950,5.813,0.28
01/04/1950,9.355,0.265
01/05/1950,12.842,0.075
01/06/1950,15.672,0.214
01/07/1950,16.53,0.237
01/08/1950,16.421,0.234
01/09/1950,13.023,0.134
01/10/1950,9.148,0.223
01/11/1950,5.455,0.218
01/12/1950,3.127,0.258
01/01/1951,2.648,0.076
01/02/1951,3.297,0.161
01/03/1951,5.712,0.098
01/04/1951,9.489,0.056
01/05/1951,13.131,0.214
01/06/1951,15.748,0.259
01/07/1951,16.856,0.227
01/08/1951,16.241,0.08
01/09/1951,13.133,0.214
01/10/1951,9.144,0.275
01/11/1951,5.106,0.274
01/12/1951,2.867,0.224
01/01/1952,2.594,0.284
01/02/1952,3.431,0.21
01/03/1952,5.782,0.157
01/04/1952,9.351,0.276
01/05/1952,12.91,0.09
01/06/1952,15.491,0.068
01/07/1952,16.716,0.133
01/08/1952,16.18,0.065
01/09/1952,13.187,0.16
01/10/1952,9.171,0.173
01/11/1952,5.545,0.095
01/12/1952,2.925,0.173
01/01/1953,2.727,0.105
01/02/1953,3.461,0.211
01/03/1953,5.862,0.076
01/04/1953,9.3,0.068
01/05/1953,12.818,0.161
01/06/1953,15.56,0.274
01/07/1953,16.802,0.283
01/08/1953,16.438,0.216
01/09/1953,13.081,0.276
01/10/1953,9.385,0.194
01/11/1953,5.116,0.173
01/12/1953,2.972,0.159
01/01/1954,2.719,0.246
01/02/1954,3.129,0.185
01/03/1954,6.001,0.254
01/04/1954,9.409,0.171
01/05/1954,12.647,0.14
01/06/1954,15.488,0.22
01/07/1954,16.565,0.29
01/08/1954,16.402,0.073
01/09/1954,12.805,0.07
01/10/1954,9.137,0.165
01/11/1954,5.421,0.094
01/12/1954,2.83,0.06
01/01/1955,2.548,0.224
01/02/1955,3.358,0.274
01/03/1955,5.629,0.071
01/04/1955,9.323,0.208
01/05/1955,12.9,0.098
01/06/1955,15.541,0.23
01/07/1955,16.59,0.066
01/08/1955,16.229,0.185
01/09/1955,13.054,0.259
01/10/1955,9.345,0.162
01/11/1955,5.439,0.064
01/12/1955,3.005,0.247
01/01/1956,2.667,0.252
01/02/1956,3.325,0.217
01/03/1956,5.535,0.269
01/04/1956,9.456,0.087
01/05/1956,12.67,0.059
01/06/1956,15.479,0.085
01/07/1956,16.632,0.28
01/08/1956,16.198,0.061
01/09/1956,13.09,0.093
01/10/1956,9.149,0.062
01/11/1956,5.334,0.164
01/12/1956,3.209,0.093
01/01/1957,2.426,0.077
01/02/1957,3.193,0.174
01/03/1957,5.738,0.251
01/04/1957,9.332,0.157
01/05/1957,13.041,0.22
01/06/1957,15.297,0.131
01/07/1957,16.868,0.084
01/08/1957,16.289,0.259
01/09/1957,13.167,0.198
01/10/1957,9.016,0.134
01/11/1957,5.461,0.154
01/12/1957,3.058,0.224
01/01/1958,2.494,0.281
01/02/1958,3.273,0.06
01/03/1958,5.904,0.203
01/04/1958,9.552,0.244
01/05/1958,13.054,0.052
01/06/1958,15.629,0.095
01/07/1958,16.863,0.272
01/08/1958,16.408,0.154
01/09/1958,13.189,0.223
01/10/1958,9.023,0.102
01/11/1958,5.323,0.153
01/12/1958,2.903,0.285
01/01/1959,2.593,0.095
01/02/1959,3.298,0.175
01/03/1959,5.879,0.246
01/04/1959,9.367,0.137
01/05/1959,13.007,0.079
01/06/1959,15.622,0.183
01/07/1959,16.813,0.24
01/08/1959,16.383,0.185
01/09/1959,13.158,0.215
01/10/1959,9.421,0.119
01/11/1959,5.493,0.221
01/12/1959,3.22,0.292
01/01/1960,2.548,0.218
01/02/1960,3.334,0.061
01/03/1960,5.662,0.159
01/04/1960,9.345,0.134
01/05/1960,12.991,0.061
01/06/1960,15.432,0.235
01/07/1960,16.789,0.246
01/08/1960,16.288,0.171
01/09/1960,13.312,0.23
01/10/1960,9.392,0.198
01/11/1960,5.386,0.219
01/12/1960,3.093,0.131
01/01/1961,2.645,0.075
01/02/1961,3.221,0.234
01/03/1961,5.805,0.105
01/04/1961,9.341,0.168
01/05/1961,12.674,0.086
01/06/1961,15.65,0.282
01/07/1961,16.611,0.084
01/08/1961,16.359,0.23
01/09/1961,12.905,0.101
01/10/1961,8.984,0.082
01/11/1961,5.411,0.084
01/12/1961,2.986,0.263
01/01/1962,2.558,0.136
01/02/1962,3.348,0.272
01/03/1962,5.56,0.209
01/04/1962,9.3,0.203
01/05/1962,13.082,0.264
01/06/1962,15.907,0.072
01/07/1962,16.815,0.299
01/08/1962,16.22,0.198
01/09/1962,13.179,0.233
01/10/1962,9.146,0.234
01/11/1962,5.431,0.195
01/12/1962,3.136,0.273
01/01/1963,2.575,0.193
01/02/1963,3.295,0.051
01/03/1963,5.766,0.168
01/04/1963,9.428,0.242
01/05/1963,13.076,0.17
01/06/1963,15.663,0.25
01/07/1963,16.789,0.11
01/08/1963,16.213,0.19
01/09/1963,13.326,0.287
01/10/1963,9.247,0.083
01/11/1963,5.383,0.073
01/12/1963,3.198,0.17
01/01/1964,2.572,0.264
01/02/1964,3.511,0.237
01/03/1964,5.866,0.243
01/04/1964,9.455,0.269
01/05/1964,12.76,0.143
01/06/1964,15.754,0.166
01/07/1964,16.576,0.068
01/08/1964,16.158,0.273
01/09/1964,13.12,0.156
01/10/1964,9.262,0.117
01/11/1964,5.577,0.249
01/12/1964,2.985,0.247
01/01/1965,2.855,0.234
01/02/1965,3.459,0.064
01/03/1965,5.908,0.272
01/04/1965,9.378,0.078
01/05/1965,12.828,0.141
01/06/1965,15.763,0.094
01/07/1965,16.697,0.227
01/08/1965,16.322,0.101
01/09/1965,13.226,0.078
01/10/1965,9.228,0.17
01/11/1965,5.585,0.29
01/12/1965,2.979,0.102
01/01/1966,2.639,0.138
01/02/1966,3.256,0.117
01/03/1966,5.701,0.066
01/04/1966,9.354,0.136
01/05/1966,12.795,0.081
01/06/1966,15.654,0.227
01/07/1966,16.677,0.123
01/08/1966,16.208,0.205
01/09/1966,13.231,0.252
01/10/1966,8.966,0.285
01/11/1966,5.674,0.164
01/12/1966,3.143,0.07
01/01/1967,2.724,0.289
01/02/1967,3.286,0.077
01/03/1967,5.715,0.174
01/04/1967,9.628,0.269
01/05/1967,12.778,0.123
01/06/1967,15.623,0.292
01/07/1967,16.683,0.137
01/08/1967,16.329,0.161
01/09/1967,13.084,0.066
01/10/1967,9.166,0.268
01/11/1967,5.477,0.211
01/12/1967,3.334,0.153
01/01/1968,2.553,0.132
01/02/1968,3.493,0.198
01/03/1968,5.673,0.161
01/04/1968,9.23,0.126
01/05/1968,13.091,0.093
01/06/1968,15.804,0.115
01/07/1968,16.431,0.242
01/08/1968,16.38,0.062
01/09/1968,13.068,0.092
01/10/1968,9.354,0.281
01/11/1968,5.425,0.293
01/12/1968,2.953,0.26
01/01/1969,2.589,0.088
01/02/1969,3.185,0.109
01/03/1969,5.853,0.082
01/04/1969,9.478,0.115
01/05/1969,13.013,0.059
01/06/1969,15.793,0.129
01/07/1969,16.687,0.185
01/08/1969,16.448,0.091
01/09/1969,13.066,0.151
01/10/1969,9.507,0.175
01/11/1969,5.533,0.13
01/12/1969,3.157,0.051
01/01/1970,2.631,0.133
01/02/1970,3.029,0.226
01/03/1970,5.657,0.286
01/04/1970,9.471,0.295
01/05/1970,12.894,0.191
01/06/1970,15.625,0.277
01/07/1970,16.583,0.233
01/08/1970,16.42,0.275
01/09/1970,13.252,0.127
01/10/1970,9.371,0.15
01/11/1970,5.525,0.073
01/12/1970,2.945,0.064
01/01/1971,2.558,0.106
01/02/1971,3.235,0.284
01/03/1971,5.754,0.185
01/04/1971,9.483,0.161
01/05/1971,12.934,0.178
01/06/1971,15.613,0.099
01/07/1971,16.691,0.286
01/08/1971,16.507,0.277
01/09/1971,13.114,0.263
01/10/1971,9.31,0.142
01/11/1971,5.39,0.138
01/12/1971,3.128,0.294
01/01/1972,2.698,0.232
01/02/1972,3.325,0.161
01/03/1972,5.978,0.122
01/04/1972,9.451,0.251
01/05/1972,13.085,0.274
01/06/1972,15.638,0.085
01/07/1972,16.718,0.102
01/08/1972,16.335,0.169
01/09/1972,13.399,0.067
01/10/1972,9.001,0.29
01/11/1972,5.463,0.152
01/12/1972,3.01,0.279
01/01/1973,2.533,0.228
01/02/1973,3.443,0.239
01/03/1973,5.815,0.145
01/04/1973,9.523,0.188
01/05/1973,13.181,0.259
01/06/1973,15.724,0.126
01/07/1973,16.64,0.057
01/08/1973,16.316,0.051
01/09/1973,13.141,0.259
01/10/1973,9.564,0.168
01/11/1973,5.321,0.154
01/12/1973,2.856,0.173
01/01/1974,2.634,0.08
01/02/1974,3.285,0.119
01/03/1974,5.812,0.236
01/04/1974,9.466,0.195
01/05/1974,12.747,0.207
01/06/1974,15.571,0.169
01/07/1974,16.747,0.178
01/08/1974,16.311,0.194
01/09/1974,13.208,0.065
01/10/1974,9.209,0.13
01/11/1974,5.515,0.091
01/12/1974,3.023,0.118
01/01/1975,2.44,0.139
01/02/1975,3.499,0.122
01/03/1975,5.494,0.178
01/04/1975,9.419,0.242
01/05/1975,12.993,0.238
01/06/1975,15.72,0.186
01/07/1975,16.928,0.221
01/08/1975,16.21,0.125
01/09/1975,13.099,0.074
01/10/1975,9.103,0.195
01/11/1975,5.48,0.18
01/12/1975,3.054,0.143
01/01/1976,2.566,0.278
01/02/1976,3.385,0.076
01/03/1976,5.822,0.097
01/04/1976,9.545,0.274
01/05/1976,12.803,0.181
01/06/1976,15.526,0.183
01/07/1976,16.583,0.078
01/08/1976,16.311,0.165
01/09/1976,13.371,0.281
01/10/1976,9.377,0.17
01/11/1976,5.432,0.254
01/12/1976,3.18,0.272
01/01/1977,2.511,0.136
01/02/1977,3.26,0.227
01/03/1977,5.995,0.106
01/04/1977,9.517,0.264
01/05/1977,13.032,0.081
01/06/1977,15.745,0.083
01/07/1977,16.94,0.246
01/08/1977,16.465,0.069
01/09/1977,13.209,0.061
01/10/1977,9.078,0.077
01/11/1977,5.516,0.065
01/12/1977,2.939,0.08
01/01/1978,2.68,0.217
01/02/1978,3.426,0.239
01/03/1978,5.836,0.101
01/04/1978,9.217,0.275
01/05/1978,13.026,0.073
01/06/1978,15.784,0.261
01/07/1978,17.054,0.137
01/08/1978,16.277,0.09
01/09/1978,12.987,0.11
01/10/1978,9.28,0.193
01/11/1978,5.609,0.053
01/12/1978,3.173,0.104
01/01/1979,2.72,0.275
01/02/1979,3.476,0.184
01/03/1979,5.838,0.104
01/04/1979,9.475,0.176
01/05/1979,12.954,0.197
01/06/1979,15.574,0.16
01/07/1979,16.858,0.139
01/08/1979,16.365,0.145
01/09/1979,13.204,0.078
01/10/1979,9.369,0.296
01/11/1979,5.526,0.084
01/12/1979,3.125,0.241
01/01/1980,2.645,0.06
01/02/1980,3.241,0.132
01/03/1980,5.861,0.2
01/04/1980,9.553,0.128
01/05/1980,13.116,0.188
01/06/1980,15.668,0.123
01/07/1980,16.835,0.067
01/08/1980,16.327,0.26
01/09/1980,13.009,0.095
01/10/1980,9.315,0.3
01/11/1980,5.431,0.16
01/12/1980,3.091,0.215
01/01/1981,2.749,0.15
01/02/1981,3.425,0.198
01/03/1981,6.01,0.294
01/04/1981,9.654,0.066
01/05/1981,13.099,0.199
01/06/1981,15.674,0.298
01/07/1981,16.955,0.231
01/08/1981,16.551,0.12
01/09/1981,13.155,0.118
01/10/1981,9.137,0.247
01/11/1981,5.416,0.169
01/12/1981,2.996,0.201
01/01/1982,2.58,0.12
01/02/1982,3.472,0.242
01/03/1982,5.865,0.174
01/04/1982,9.552,0.207
01/05/1982,13.031,0.063
01/06/1982,15.736,0.067
01/07/1982,16.654,0.146
01/08/1982,16.106,0.22
01/09/1982,13.29,0.074
01/10/1982,9.432,0.069
01/11/1982,5.497,0.248
01/12/1982,2.889,0.1
01/01/1983,2.625,0.115
01/02/1983,3.279,0.136
01/03/1983,5.894,0.288
01/04/1983,9.381,0.058
01/05/1983,12.756,0.146
01/06/1983,15.811,0.129
01/07/1983,16.703,0.058
01/08/1983,16.491,0.189
01/09/1983,13.263,0.227
01/10/1983,9.219,0.173
01/11/1983,5.624,0.172
01/12/1983,3.24,0.077
01/01/1984,2.621,0.221
01/02/1984,3.244,0.193
01/03/1984,5.568,0.177
01/04/1984,9.537,0.148
01/05/1984,12.682,0.204
01/06/1984,15.712,0.138
01/07/1984,16.906,0.057
01/08/1984,16.386,0.061
01/09/1984,13.259,0.236
01/10/1984,9.206,0.057
01/11/1984,5.586,0.074
01/12/1984,3.032,0.136
01/01/1985,2.635,0.215
01/02/1985,3.492,0.112
01/03/1985,5.708,0.278
01/04/1985,9.376,0.066
